Unnamed: 0,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase,normalized RNA expression,Ovarian stroma cells,Follicle cells
4041,GLRA1,ENSG00000145888,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,glycine receptor alpha 1,True,,,,,,,0.1,na,na
4042,LYST,ENSG00000143669,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysosomal trafficking regulator,True,,,,,,,6.2,na,na
4043,MKRN1,ENSG00000133606,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,makorin ring finger protein 1,True,,,,,,,24.9,na,na
4044,BNC2,ENSG00000173068,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,basonuclin 2,True,,,,,,,37.0,low,na
4045,NOLC1,ENSG00000166197,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,nucleolar and coiled-body phosphoprotein 1,True,,,,,,,28.0,not detected,na
4046,RARRES2,ENSG00000106538,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,retinoic acid receptor responder 2,True,,,,,,,40.2,na,na
4047,KCNH1,ENSG00000143473,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,potassium voltage-gated channel subfamily H member 1,True,,,,,,,0.8,not detected,not detected
4048,LYPLA2P1,ENSG00000228285,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,LYPLA2 pseudogene 1,True,,,,,,,,na,na
4049,SMAD1,ENSG00000106105,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,SMAD family member 1,True,,,,,,,35.4,low,medium
4050,ACP6,ENSG00000162836,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"acid phosphatase 6, lysophosphatidic",True,,,,,,,11.6,na,na
4051,PAPSS1,ENSG00000138801,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,3'-phosphoadenosine 5'-phosphosulfate synthase 1,True,,,,,,,15.6,not detected,na
4052,CASP1,ENSG00000137752,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,caspase 1,True,,,,,,,4.4,not detected,low
4053,SKOR2,ENSG00000215474,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,SKI family transcriptional corepressor 2,True,,,,,,,0.0,na,na
4054,RARS2,ENSG00000146282,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"arginyl-tRNA synthetase 2, mitochondrial",True,,,,,,,22.2,not detected,not detected
4055,CLCA1,ENSG00000016490,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,chloride channel accessory 1,True,,,,,,,0.2,not detected,not detected
4056,AGER,ENSG00000204305,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,advanced glycosylation end-product specific receptor,True,,,,,,,0.5,not detected,not detected
4057,COMMD6,ENSG00000188243,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,COMM domain containing 6,True,,,,,,,76.3,na,na
4058,DNA2,ENSG00000138346,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,DNA replication helicase/nuclease 2,True,,,,,,,1.9,not detected,medium
4059,NPRL3,ENSG00000103148,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"NPR3 like, GATOR1 complex subunit",True,,,,,,,16.1,not detected,na
4060,RBL2,ENSG00000103479,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,RB transcriptional corepressor like 2,True,,,,,,,29.3,high,high
4061,USP25,ENSG00000155313,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ubiquitin specific peptidase 25,True,,,,,,,14.5,medium,medium
4062,KCNH7,ENSG00000184611,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,potassium voltage-gated channel subfamily H member 7,True,,,,,,,0.4,na,na
4063,CFHR1,ENSG00000244414,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,complement factor H related 1,True,,,,,,,0.0,not detected,not detected
4064,ZP4,ENSG00000116996,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,zona pellucida glycoprotein 4,True,—,—,F,—,Y,True,2.3,not detected,high
4065,IGHJ4,ENSG00000240041,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,immunoglobulin heavy joining 4,True,,,,,,,,na,na
4066,IL4R,ENSG00000077238,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,interleukin 4 receptor,True,,,,,,,14.7,not detected,low
4067,PTN,ENSG00000105894,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,pleiotrophin,True,,,,,,,7.2,not detected,not detected
4068,PRB2,ENSG00000121335,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,proline rich protein BstNI subfamily 2,True,,,,,,,0.1,na,na
4069,ACBD3,ENSG00000182827,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,acyl-CoA binding domain containing 3,True,,,,,,,31.6,low,na
4070,ZFYVE9,ENSG00000157077,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,zinc finger FYVE-type containing 9,True,,,,,,,19.5,low,low
4071,SARDH,ENSG00000123453,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,sarcosine dehydrogenase,True,,,,,,,3.4,not detected,na
4072,IFNB1,ENSG00000171855,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,interferon beta 1,True,,,,,,,0.3,not detected,not detected
4073,UBE2S,ENSG00000108106,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ubiquitin conjugating enzyme E2 S,True,,,,,,,6.4,not detected,not detected
4074,C4BPA,ENSG00000123838,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,complement component 4 binding protein alpha,True,,,,,,,0.3,not detected,not detected
4075,VIPR2,ENSG00000106018,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,vasoactive intestinal peptide receptor 2,True,,,,,,,10.8,medium,na
4076,COX8A,ENSG00000176340,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cytochrome c oxidase subunit 8A,True,,,,,,,24.7,not detected,na
4077,ERICH3,ENSG00000178965,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,glutamate rich 3,True,,,,,,,1.2,not detected,not detected
4078,CCR4,ENSG00000183813,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,C-C motif chemokine receptor 4,True,,,,,,,0.5,not detected,not detected
4079,NTN1,ENSG00000065320,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,netrin 1,True,,,,,,,1.9,not detected,not detected
4080,SMARCC1,ENSG00000173473,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",True,,,,,,,18.7,not detected,medium
4081,MAP3K8,ENSG00000107968,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,mitogen-activated protein kinase kinase kinase 8,True,,,,,,,9.8,medium,medium
4082,KCNK3,ENSG00000171303,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,potassium two pore domain channel subfamily K member 3,True,,,,,,,4.6,na,na
4083,BMPER,ENSG00000164619,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,BMP binding endothelial regulator,True,,,,,,,3.3,na,na
4084,SIL1,ENSG00000120725,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,SIL1 nucleotide exchange factor,True,,,,,,,12.9,low,medium
4085,SLC2A4,ENSG00000181856,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,solute carrier family 2 member 4,True,,,,,,,1.9,not detected,not detected
4086,BMPR2,ENSG00000204217,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,bone morphogenetic protein receptor type 2,True,,,,,,,12.0,not detected,low
4087,RAB34,ENSG00000109113,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"RAB34, member RAS oncogene family",True,,,,,,,50.2,not detected,na
4088,ARAF,ENSG00000078061,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"A-Raf proto-oncogene, serine/threonine kinase",True,,,,,,,23.4,medium,low
4089,MRS2,ENSG00000124532,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,magnesium transporter MRS2,True,,,,,,,13.8,na,na
4090,CFHR3,ENSG00000116785,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,complement factor H related 3,True,,,,,,,0.0,na,na
4091,RPS6KB1,ENSG00000108443,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ribosomal protein S6 kinase B1,True,,,,,,,21.6,low,medium
4092,RNU4ATAC,ENSG00000264229,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"RNA, U4atac small nuclear (U12-dependent splicing)",True,,,,,,,,na,na
4093,ZNF597,ENSG00000167981,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,zinc finger protein 597,True,,,,,,,7.2,not detected,not detected
4094,MME,ENSG00000196549,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,membrane metalloendopeptidase,True,,,,,,,0.9,not detected,not detected
4095,CDH11,ENSG00000140937,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cadherin 11,True,,,,,,,71.0,high,na
4096,FEZ1,ENSG00000061337,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,fasciculation and elongation protein zeta 1,True,,,,,,,1.7,not detected,na
4097,KMT2B,ENSG00000272333,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysine methyltransferase 2B,True,,,,,,,15.3,na,na
4098,MYOD1,ENSG00000129152,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,myogenic differentiation 1,True,,,,,,,0.0,na,na
4099,HOOK2,ENSG00000095066,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,hook microtubule tethering protein 2,True,,,,,,,8.7,not detected,medium
4100,LHX8,ENSG00000162624,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,LIM homeobox 8,True,,,,,,,0.1,na,na
4101,SPAG8,ENSG00000137098,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,sperm associated antigen 8,True,,,,,,,2.5,not detected,not detected
4102,PITRM1,ENSG00000107959,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,pitrilysin metallopeptidase 1,True,,,,,,,35.3,medium,na
4103,SLC6A5,ENSG00000103546,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,solute carrier family 6 member 5,True,,,,,,,0.2,not detected,low
4104,SNRPB,ENSG00000125835,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,small nuclear ribonucleoprotein polypeptides B and B1,True,,,,,,,29.5,low,na
4105,RIN2,ENSG00000132669,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,Ras and Rab interactor 2,True,,,,,,,12.7,not detected,na
4106,ENPP3,ENSG00000154269,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ectonucleotide pyrophosphatase/phosphodiesterase 3,True,,,,,,,0.9,not detected,not detected
4107,EGR3,ENSG00000179388,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,early growth response 3,True,,,,,,,10.6,not detected,low
4108,OSTM1,ENSG00000081087,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,osteoclastogenesis associated transmembrane protein 1,True,,,,,,,15.6,not detected,na
4109,RBM8A,ENSG00000265241,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,RNA binding motif protein 8A,True,,,,,,,7.6,medium,medium
4110,FBXL5,ENSG00000118564,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,F-box and leucine rich repeat protein 5,True,,,,,,,28.9,na,na
4111,C7,ENSG00000169245,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,complement C7,True,F,—,—,,Y,True,3.9,na,na
4112,UCHL1,ENSG00000154277,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ubiquitin C-terminal hydrolase L1,True,,,,,,,15.4,not detected,na
4113,ATP5F1B,ENSG00000110955,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATP synthase F1 subunit beta,True,,,,,,,25.1,medium,medium
4114,MOK,ENSG00000080823,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,MOK protein kinase,True,,,,,,,12.4,na,na
4115,DPAGT1,ENSG00000172269,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,True,,,,,,,11.6,not detected,not detected
4116,SLCO1B1,ENSG00000134538,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,solute carrier organic anion transporter family member 1B1,True,,,,,,,0.0,not detected,not detected
4117,PRKX,ENSG00000183943,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,protein kinase X-linked,True,,,,,,,4.8,high,high
4118,CMC1,ENSG00000187118,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,C-X9-C motif containing 1,True,,,,,,,10.2,not detected,na
4119,DYRK1A,ENSG00000157540,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,dual specificity tyrosine phosphorylation regulated kinase 1A,True,,,,,,,25.7,low,na
4120,SMC6,ENSG00000163029,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,structural maintenance of chromosomes 6,True,,,,,,,9.7,not detected,na
4121,CLTC,ENSG00000141367,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,clathrin heavy chain,True,,,,,,,29.8,low,medium
4122,NRP1,ENSG00000099250,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,neuropilin 1,True,,,,,,,27.1,not detected,na
4123,PIGF,ENSG00000119630,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,phosphatidylinositol glycan anchor biosynthesis class F,True,,,,,,,3.8,na,na
4124,NEUROG2,ENSG00000178403,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,neurogenin 2,True,,,,,,,0.1,na,na
4125,DDR1,ENSG00000204580,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,discoidin domain receptor tyrosine kinase 1,True,,,,,,,11.3,low,high
4126,CA8,ENSG00000178538,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,carbonic anhydrase 8,True,,,,,,,0.7,not detected,not detected
4127,ABCD3,ENSG00000117528,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATP binding cassette subfamily D member 3,True,,,,,,,8.1,not detected,na
4128,GOLGB1,ENSG00000173230,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,golgin B1,True,,,,,,,20.9,high,na
4129,CHAF1A,ENSG00000167670,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,chromatin assembly factor 1 subunit A,True,,,,,,,4.6,not detected,not detected
4130,HCRTR2,ENSG00000163606,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,hypocretin receptor 2,True,,,,,,,1.0,na,na
4131,CXXC5,ENSG00000171604,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CXXC finger protein 5,True,,,,,,,5.4,not detected,na
4132,SRD5A2,ENSG00000277893,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,steroid 5 alpha-reductase 2,True,,,,,,,0.0,na,na
4133,PC,ENSG00000128567,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,pyruvate carboxylase,True,,,,,,,6.1,not detected,not detected
4134,F7,ENSG00000057593,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,coagulation factor VII,True,,,,,,,0.1,na,na
4135,KLF10,ENSG00000155090,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,Kruppel like factor 10,True,,,,,,,36.6,na,na
4136,CROT,ENSG00000005469,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,carnitine O-octanoyltransferase,True,,,,,,,7.2,not detected,low
4137,TAS2R3,ENSG00000127362,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,taste 2 receptor member 3,True,,,,,,,2.6,na,na
4138,AMPD3,ENSG00000133805,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,adenosine monophosphate deaminase 3,True,,,,,,,2.3,not detected,na
4139,NT5C3A,ENSG00000122643,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"5'-nucleotidase, cytosolic IIIA",True,,,,,,,10.3,not detected,na
4140,BVES,ENSG00000112276,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,blood vessel epicardial substance,True,,,,,,,1.2,low,not detected
4141,NAV3,ENSG00000067798,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,neuron navigator 3,True,,,,,,,29.6,not detected,not detected
4142,LAMTOR3,ENSG00000109270,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",True,,,,,,,23.5,not detected,medium
4143,TPM3,ENSG00000143549,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,tropomyosin 3,True,,,,,,,4.8,medium,medium
4144,HLCS,ENSG00000159267,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,holocarboxylase synthetase,True,,,,,,,5.5,low,na
4145,ATF3,ENSG00000162772,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,activating transcription factor 3,True,,,,,,,23.1,not detected,na
4146,LTC4S,ENSG00000213316,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,leukotriene C4 synthase,True,,,,,,,5.8,na,na
4147,NEFH,ENSG00000100285,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,neurofilament heavy chain,True,,,,,,,10.0,not detected,medium
